id,name,full_address,address,city,state,zip,images,units,stories,year_built,building_type,neighborhood,amenities,date,unit,price,beds,baths,sq_feet,common_charges,monthly_taxes,maintenance,agent_company,agent_phone,unit_images,unit_description
10,56 Leonard,"56 Leonard Street, New York, NY, 10013",56 Leonard Street,New York,NY,10013,10/212781313.jpg|10/40167191.jpg|10/45033954.jpg|10/43453417.jpg|10/43453434.jpg|10/43453454.jpg|10/43453473.jpg,145,60,2015,Condo,Tribeca,Bike Room|Children's Playroom|Cold Storage|Concierge|Garage Parking|Gym|Hot Tub|Laundry in Building|Live-in Super|Media Room|Package Room|Swimming Pool|Storage Available|Valet Parking|Deck|NYC Storm Zone 3,8/29/2017,(Parking Space),175000,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,56 Leonard,"56 Leonard Street, New York, NY, 10013",56 Leonard Street,New York,NY,10013,10/212781313.jpg|10/40167191.jpg|10/45033954.jpg|10/43453417.jpg|10/43453434.jpg|10/43453454.jpg|10/43453473.jpg,145,60,2015,Condo,Tribeca,Bike Room|Children's Playroom|Cold Storage|Concierge|Garage Parking|Gym|Hot Tub|Laundry in Building|Live-in Super|Media Room|Package Room|Swimming Pool|Storage Available|Valet Parking|Deck|NYC Storm Zone 3,8/29/2017,44 (Storage Room),50000,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,56 Leonard,"56 Leonard Street, New York, NY, 10013",56 Leonard Street,New York,NY,10013,10/212781313.jpg|10/40167191.jpg|10/45033954.jpg|10/43453417.jpg|10/43453434.jpg|10/43453454.jpg|10/43453473.jpg,145,60,2015,Condo,Tribeca,Bike Room|Children's Playroom|Cold Storage|Concierge|Garage Parking|Gym|Hot Tub|Laundry in Building|Live-in Super|Media Room|Package Room|Swimming Pool|Storage Available|Valet Parking|Deck|NYC Storm Zone 3,8/28/2017,38AE,7550000,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,56 Leonard,"56 Leonard Street, New York, NY, 10013",56 Leonard Street,New York,NY,10013,10/212781313.jpg|10/40167191.jpg|10/45033954.jpg|10/43453417.jpg|10/43453434.jpg|10/43453454.jpg|10/43453473.jpg,145,60,2015,Condo,Tribeca,Bike Room|Children's Playroom|Cold Storage|Concierge|Garage Parking|Gym|Hot Tub|Laundry in Building|Live-in Super|Media Room|Package Room|Swimming Pool|Storage Available|Valet Parking|Deck|NYC Storm Zone 3,8/28/2017,38AEAST,8200000,3,3.5,2648,2828,1327,NULL,Douglas Elliman,(212) 909-8460,10/38AEAST/266943170.jpg|10/38AEAST/266943120.jpg|10/38AEAST/266943070.jpg|10/38AEAST/266662901.jpg|10/38AEAST/266662851.jpg|10/38AEAST/266943010.jpg|10/38AEAST/266662803.jpg|10/38AEAST/266662758.jpg|10/38AEAST/266942959.jpg|10/38AEAST/266942905.jpg|10/38AEAST/266942849.jpg|10/38AEAST/266662896.jpg|10/38AEAST/262779442.jpg|10/38AEAST/262780056.jpg|10/38AEAST/262780102.jpg|10/38AEAST/270030055.jpg|10/38AEAST/270030007.jpg|10/38AEAST/262349471.jpg|10/38AEAST/282107377.jpg|10/38AEAST/270030042.jpg|10/38AEAST/282107327.jpg|10/38AEAST/270030030.jpg|10/38AEAST/282107325.jpg,"Luxurious glass home in the sky offering panoramic views of Manhattan from the 38th floor at the iconic 56 Leonard in TriBeca! This spacious 3 bedroom, 3.5 bath has almost 500 s/f of terrace space - the most in this line! With breathtaking views from soaring 12' floor-to-ceiling windows and penthouse-like features plus fantastic indoor/outdoor living!The main living area combines an open chef's kitchen and an extra-large terrace on the eastern side providing an abundance of space for dining and entertaining with sweeping city views of Midtowns spires, the Manhattan Bridge, Freedom Tower and New York Harbor. The open chef's kitchen features an Absolute Black granite kitchen island and Corian counter tops. Seamlessly incorporated appliances including double Sub-Zero refrigerator, Miele double oven, six-burner cook top with fully vented hood, two dishwashers and a Sub-Zero wine cooler. A separate laundry room with a Maytag vented washer/ dryer and sink. Satin-etched glass cabinets provide abundant storage and white oak flooring throughout the residence creates a striking minimalist aesthetic. The elegant south and east-facing master suite with private terrace features a spa-like windowed five-fixture master bath of travertine and marble with radiant heated floors. Two additional bedrooms complete this home both with en-suite bathrooms.<br><br> 211 s/f of storage and a parking space both available for purchase separately. <br><br> 56 Leonard designed by Herzog &amp; de Meuron, featuring an original Anish Kapoor sculpture at its base is the epitome of a full service building offering 17,000 square feet of amenities including indoor pool, screening room, outdoor sundeck, fitness center, steam room, sauna, and children's playroom. 56 Leonard is located in the heart of Tribeca, walking distance to some of the city's finest shops and celebrated restaurants, residents can stroll down romantic and storied streets experiencing the quaintness that has given the neighborhood a global appeal. Tribeca's famously rich architectural setting, destination galleries, museums and public art make it the cultural focal point of lower Manhattan.
  
  <br>"
10,56 Leonard,"56 Leonard Street, New York, NY, 10013",56 Leonard Street,New York,NY,10013,10/212781313.jpg|10/40167191.jpg|10/45033954.jpg|10/43453417.jpg|10/43453434.jpg|10/43453454.jpg|10/43453473.jpg,145,60,2015,Condo,Tribeca,Bike Room|Children's Playroom|Cold Storage|Concierge|Garage Parking|Gym|Hot Tub|Laundry in Building|Live-in Super|Media Room|Package Room|Swimming Pool|Storage Available|Valet Parking|Deck|NYC Storm Zone 3,9/1/2017,30B-EAST,4975000,2,2.5,1668,1714,820,NULL,Corcoran,(917) 417-5799,10/30B-EAST/275004385.jpg|10/30B-EAST/275004343.jpg|10/30B-EAST/275004309.jpg|10/30B-EAST/275004269.jpg|10/30B-EAST/275004235.jpg|10/30B-EAST/275004197.jpg|10/30B-EAST/275004153.jpg|10/30B-EAST/275004102.jpg|10/30B-EAST/275004060.jpg|10/30B-EAST/275004016.jpg|10/30B-EAST/275003965.jpg|10/30B-EAST/275003913.jpg|10/30B-EAST/275003875.jpg|10/30B-EAST/275003852.jpg|10/30B-EAST/275003780.jpg|10/30B-EAST/280281633.jpg|10/30B-EAST/275003681.jpg|10/30B-EAST/280281591.jpg,"Residence 30B East is an elegant, never lived in corner of two bedrooms with ensuite beautiful bathrooms, and a half bathroom next to the welcoming entrance foyer. This one of a kind Herzog &amp; Meuron building soars high above prime Tribeca. South and East exposures, each with its corresponding large private terrace, and along with floor to ceiling windows provides each room with with bright sunlight. Gorgeous views of the stunning city scapes of Manhattan including the Chrysler Building to the North, Manhattan bridge and Williamsburg Bridge , Woolworth Building, World Trade Center and Hudson River to the South and West. The apartment features custom interiors by Herzog &amp; de Meuron including a sculptural Absolute Black granite kitchen island, Corian counter tops and Sub-zero and Miele appliances and washer/dryer. Five-fixture master bath of travertine and marble with radiant heated floors. Appalachian solid White Oak flooring throughout the residence, 4-pipe heating and cooling system for year-round multi-zone climate control. 421-A tax abatement. In an unprecedented collaboration between artist and architect, the tower designed by Herzog &amp; de Meuron is seamlessly incorporated at its base with a specially commissioned work by sculptor Anish Kapoor. 56 Leonard Street is a 145 unit luxury condominium building that features a full time doorman, concierge, live in super, and 17,000 sf of state-of-the-art amenities including Library Lounge, Leonard Indoor/Outdoor Theater, Tribeca Tot Room, Sky Estuary with a 75-foot Infinity-edge Lap Pool, Landscaped Outdoor Sundeck and Hot Tub, Leonard Fitness Center &amp; Yoga Studio, Treatment Room, Steam Room, Sauna, Private Dining Salon, Catering Kitchen, and Conference Center. Amenities now open.
  
  <br>"
10,56 Leonard,"56 Leonard Street, New York, NY, 10013",56 Leonard Street,New York,NY,10013,10/212781313.jpg|10/40167191.jpg|10/45033954.jpg|10/43453417.jpg|10/43453434.jpg|10/43453454.jpg|10/43453473.jpg,145,60,2015,Condo,Tribeca,Bike Room|Children's Playroom|Cold Storage|Concierge|Garage Parking|Gym|Hot Tub|Laundry in Building|Live-in Super|Media Room|Package Room|Swimming Pool|Storage Available|Valet Parking|Deck|NYC Storm Zone 3,9/6/2017,6EAST,6500000,3,3.5,3170,3245,1394,NULL,Corcoran,(212) 634-6500,10/6EAST/274929456.jpg|10/6EAST/274929427.jpg|10/6EAST/274929389.jpg|10/6EAST/274929347.jpg|10/6EAST/274929262.jpg|10/6EAST/280281753.jpg|10/6EAST/274929182.jpg|10/6EAST/280281745.jpg,"Corner 3 bedroom 3.5 bath condominium with North, South and East exposures. Direct elevator entry to a gracious foyer with gallery leading to great room with den / home office. Soaring 11' ceilings and floor- to-ceiling windows provide great sunlight and an immersive view of the iconic Tribeca neighborhood. Custom interiors by Herzog &amp; de Meuron featuring a sculptural Absolute Black granite kitchen island and Corian counter tops. Seamlessly incorporated appliances including Sub-Zero refrigerator, Miele oven and cook top with fully-vented hood, Miele dishwasher and Sub-Zero wine-cooler. Satin-etched glass cabinets provide abundant storage. Windowed five-fixture master bath of travertine and marble with radiant heated floors. Appalachian solid White Oak flooring throughout the residence, 4-pipe heating and cooling system for year-round multi-zone climate control. Washer/ dryer.
  
  <br>"
14,Austin Nichols House,"184 Kent Avenue, Brooklyn, NY, 11211",184 Kent Avenue,Brooklyn,NY,11211,14/210217074.jpg|14/228647066.jpg|14/210217096.jpg|14/228647074.jpg|14/228647082.jpg|14/228647094.jpg|14/228647078.jpg|14/210217110.jpg|14/228647070.jpg|14/210217141.jpg,338,7,1915,Condo,Williamsburg,Bike Room|Children's Playroom|Concierge|Garage Parking|Gym|Live-in Super|Parking Available|Storage Available|Waterfront|Garden|Roof Deck|NYC Storm Zone 1,8/25/2017,B209,1775700,1,2,1204,1027,NULL,NULL,184 Kent ,NULL,14/B209/242379207.jpg|14/B209/242379210.jpg|14/B209/242379213.jpg|14/B209/242379216.jpg|14/B209/242379220.jpg|14/B209/242379231.jpg|14/B209/242379242.jpg|14/B209/242379259.jpg|14/B209/242379263.jpg|14/B209/242379271.jpg,"This idyllic 1 bedroom with home office unit boasts western water front views of the Manhattan skyline and East River. The beautiful open Chef’s kitchen comes equipped with a fully integrated Smart tech Dacor refrigerator, Bertazzoni four-burner gas stove and microwave oven, as well as an Asko dishwasher; the ideal layout for entertaining and for the discerning chef. The white matte-lacquered custom cabinets, brushed Caesarstone concrete countertops, hand-painted Japanese Kyoto backsplash, custom pendant lights and Kohler purist chrome fixtures enhance the art and beauty of your culinary experience. The bathroom features Pietre D’Italia mosaic floor tile, honed Gioia Carrara stone walls, Kohler purist chrome fixtures and a walnut vanity topped off with custom light pendants and blackened steel accents. With direct western views, the expansive living area features Herringbone tobacco smoked oak wood flooring, ample closet space and includes a washer and dryer.<br><br>Austin Nichols House is an iconic building on Williamsburg’s North waterfront offering a collection of 338 condominium homes. The building is fully attended and gives residents a 360 degree recreational experience including co-working spaces, a resident café, catering kitchen, children’s playroom, theatre, music rehearsal rooms, waterfront fitness center, landscaped Zen garden and courtyard with a fire pit, rooftop deck with sweeping waterfront views and on-site parking. Be the first to experience timeless and classic living, truly a home for our generation. <br><br>For more information please visit our website. <br><br>Our Sales Gallery is open daily. To make an appointment please call 718-486-KENT<br><br>*** Images shown are of model homes <br><br>This is not an offering. The complete offering terms are in an offering plan available from the sponsor. 184 Kent Owner, LLC, 666 Fifth Avenue, New York, NY 10103. New York File No. CD15-0129. Sponsor reserves the right to make changes in accordance with the terms of the offering plan. This advertising material is not an offer to sell nor a solicitation of an offer to buy to residents of any jurisdiction in which registration requirements have not been fulfilled. Equal Housing Opportunity.  Images are artist renderings and may not be to scale.
  
  <br>"
10,56 Leonard,"56 Leonard Street, New York, NY, 10013",56 Leonard Street,New York,NY,10013,10/212781313.jpg|10/40167191.jpg|10/45033954.jpg|10/43453417.jpg|10/43453434.jpg|10/43453454.jpg|10/43453473.jpg,145,60,2015,Condo,Tribeca,Bike Room|Children's Playroom|Cold Storage|Concierge|Garage Parking|Gym|Hot Tub|Laundry in Building|Live-in Super|Media Room|Package Room|Swimming Pool|Storage Available|Valet Parking|Deck|NYC Storm Zone 3,9/8/2017,41EAST,8400000,3,3.5,2648,2828,1314,NULL,Coleman Real Estate Group,(212) 677-4040,10/41EAST/264191379.jpg|10/41EAST/264191375.jpg|10/41EAST/264191349.jpg|10/41EAST/264191343.jpg|10/41EAST/264191344.jpg|10/41EAST/264191342.jpg|10/41EAST/264191340.jpg|10/41EAST/264191352.jpg|10/41EAST/264191361.jpg|10/41EAST/264191362.jpg|10/41EAST/264191364.jpg,"From the very top of 56 Leonard, the full service crown jewel of Tribeca, comes the most spectacular cut and positioned 3 bedroom 3.5 bath in the building.  The double exposure fantastically proportioned Great Room with 12+ foot ceilings, floor-to-ceiling picture windows with a broad Northern exposure is positioned for the best views from downtown capturing every iconic building and up both the Hudson and East Rivers. This same view is shared with the sleek Chef's eat-in kitchen with custom Miele appliances including refrigerated wine storage, espresso machine, warming drawer, and incredible floor to ceiling mirrored cabinetry and granite teardrop island.  The Great Room is extended further when you step out directly toward the views onto the perfectly placed and proportioned North facing 9'x21' terrace.  Watch the stars above or the city lights come up each night on the Empire State Building, the George Washington Bridge, and every other iconic building as the entire city Skyline is in site.  The double exposure Master Bedroom faces East and South and enjoys the most romantic view of Manhattan.  From the 41st Floor the elevation grants a front row unobstructed view from bed looking directly out to the top of the Woolworth Building, the Freedom Tower, and the rest of the Financial District.  The Master also enjoys its own private sizable terrace, his and her walk-in closets, and an en suite Bath with radiant floors, soaking tub, rain shower and double vanity.  Two additional secondary bedrooms each enjoy private entry halls, en suite baths, and have their own exceptional East River bridge views.  Ample closets throughout this home were each fitted with custom closets systems.  A large laundry room is appointed with vented dryer, service sink, custom cabinetry and further storage.  White oak flooring and multi-zone heating and cooling throughout.   <br>56 Leonard includes two levels of unparalleled amenities over two floors including a 75' swimming pool with outdoor sun deck, children play room, common living room, catering kitchen and dining room, sizable gym staffed by the Wright Fit.  The building is truly full service staffed with full-time concierge, resident manager, doormen and porters. Centrally located in Tribeca, the building is blocks to most all major subways, the Financial District, and SoHo.
  
  <br>"
11,75 Wall Street,"75 Wall Street, New York, NY, 10005",75 Wall Street,New York,NY,10005,11/235534499.jpg|11/235534540.jpg|11/235534584.jpg|11/235534702.jpg|11/235534760.jpg|11/235534811.jpg|11/235534888.jpg|11/235534946.jpg|11/235535010.jpg|11/235535044.jpg|11/235535121.jpg|11/235535205.jpg|11/235535325.jpg|11/235535418.jpg|11/235535471.jpg|11/235535551.jpg,346,42,1987,Condo,Financial District,Bike Room|Concierge|Gym|Laundry in Building|Live-in Super|Media Room|Parking Available|Roof Deck|NYC Storm Zone 1,8/31/2017,19H,690000,0,1,452,515,110,NULL,Suzanne Koxvold and John Gomes,Douglas Elliman,11/19H/270952276.jpg|11/19H/270952239.jpg|11/19H/270952726.jpg|11/19H/270952705.jpg|11/19H/270952683.jpg|11/19H/270952638.jpg|11/19H/270952507.jpg|11/19H/271008679.jpg|11/19H/270952327.jpg|11/19H/270952537.jpg|11/19H/271008705.jpg|11/19H/284576956.jpg|11/19H/284576911.jpg|11/19H/270952434.jpg,"LUXURY CONDO STUDIO located at the coveted 75 Wall Residences atop the Andaz Hotel. Welcome home to this impeccable studio unit with two (2) large West facing portrait windows with light all day and voluminous 10' ceilings. The home features wide plank cerused oak flooring, W/D in the unit, galley Boffi kitchen with Caesarstone countertops, lacquer kitchen cabinetry, Liebherr refrigerator, Fisher &amp; Paykel dishwasher, and Miele stove. The stylish bathroom features custom wood cabinetry, Botticino marble floors, and Desiron gunmetal free-standing vanity.75 Wall is a full-service building offering hotel amenities which include a 24 hour doorman and valet service, luxury attach concierge, fitness center with dance studio and complimentary yoga classes, bicycle storage and two levels of amenities. Club 75 located on the 18th floor and the rooftop lounge and terrace has a club room with catering kitchen, billiards table, card table, and lounge with large screen televisions. The rooftop lounge has dramatic floor-to-ceiling glass and encompasses the full top floor of the building with 360 degree views in every direction complete with Ligne Roset furnishings. Perfect for a pied-a-terre, investment or primary residence with everything you need for a fully pampered experience. Can also be delivered furnished if necessary. Call today for a private appointment.
  
  <br>"
14,Austin Nichols House,"184 Kent Avenue, Brooklyn, NY, 11211",184 Kent Avenue,Brooklyn,NY,11211,14/210217074.jpg|14/228647066.jpg|14/210217096.jpg|14/228647074.jpg|14/228647082.jpg|14/228647094.jpg|14/228647078.jpg|14/210217110.jpg|14/228647070.jpg|14/210217141.jpg,338,7,1915,Condo,Williamsburg,Bike Room|Children's Playroom|Concierge|Garage Parking|Gym|Live-in Super|Parking Available|Storage Available|Waterfront|Garden|Roof Deck|NYC Storm Zone 1,8/25/2017,B512,2171600,2,2,1105,939,NULL,NULL,184 Kent ,NULL,14/B512/265185890.jpg|14/B512/265186276.jpg|14/B512/265186612.jpg|14/B512/235058299.jpg|14/B512/265186615.jpg|14/B512/235058310.jpg|14/B512/235058184.jpg|14/B512/235058317.jpg|14/B512/235058325.jpg|14/B512/265185479.jpg|14/B512/235058321.jpg|14/B512/265185515.jpg|14/B512/235058329.jpg,"This idyllic two bedroom home offers phenomenal exposures and stunning views of the East River, Manhattan Skyline, and the Courtyard. The open Chef’s kitchen comes equipped with a fully integrated Smart tech Dacor refrigerator, Bertazzoni four-burner gas stove, Sharp microwave oven and Asko dishwasher; this is the ideal layout for entertaining and for the discerning chef. The white matte-lacquered custom cabinets, brushed Caesarstone concrete countertops, hand-painted Japanese Kyoto backsplash, custom pendant lights and Kohler purist chrome fixtures enhance the art and beauty of your culinary experience. The master bathroom features Pietre D’Italia Nero mosaic floor tile and honed Gioia Carrara stone walls. The second bathroom features Pietre D’Italia Grigio mosaic floor tile and Evolution Rustic glossy tile walls. Both bathrooms include beautiful Kohler purist chrome fixtures and walnut vanities topped off with custom light pendants and blackened steel accents. The expansive living area features beamed ceilings and is set over Herringbone tobacco smoked oak wood flooring with a washer and dryer in the home.<br><br>Austin Nichols House is an iconic building on Williamsburg’s North waterfront offering a collection of 338 condominium homes. The building is fully attended and gives residents a 360 degree recreational experience including co-working spaces, a resident café, catering kitchen, children’s playroom, theatre, music rehearsal rooms, waterfront fitness center, landscaped Zen garden and courtyard with a fire pit, rooftop deck with sweeping waterfront views and on-site parking. Be the first to experience timeless and classic living, truly a home for our generation. <br><br>For more information please visit our website. <br><br>Our Sales Gallery is open daily. To make an appointment please call 718-486-KENT<br><br>*** Images shown are of model homes <br><br><br><br>This is not an offering. The complete offering terms are in an offering plan available from the sponsor. 184 Kent Owner, LLC, 666 Fifth Avenue, New York, NY 10103. New York File No. CD15-0129. Sponsor reserves the right to make changes in accordance with the terms of the offering plan. This advertising material is not an offer to sell nor a solicitation of an offer to buy to residents of any jurisdiction in which registration requirements have not been fulfilled. Equal Housing Opportunity. Images are artist renderings and may not be to scale. [less]
  
  <br>"
14,Austin Nichols House,"184 Kent Avenue, Brooklyn, NY, 11211",184 Kent Avenue,Brooklyn,NY,11211,14/210217074.jpg|14/228647066.jpg|14/210217096.jpg|14/228647074.jpg|14/228647082.jpg|14/228647094.jpg|14/228647078.jpg|14/210217110.jpg|14/228647070.jpg|14/210217141.jpg,338,7,1915,Condo,Williamsburg,Bike Room|Children's Playroom|Concierge|Garage Parking|Gym|Live-in Super|Parking Available|Storage Available|Waterfront|Garden|Roof Deck|NYC Storm Zone 1,8/25/2017,D416,525000,0,1,418,381,NULL,NULL,184 Kent ,NULL,14/D416/282978770.jpg|14/D416/282978773.jpg|14/D416/282978809.jpg|14/D416/282978855.jpg|14/D416/282978834.jpg|14/D416/282978843.jpg|14/D416/282978835.jpg|14/D416/282978822.jpg|14/D416/282978873.jpg|14/D416/282978838.jpg,"Sunny studio home with gorgeous Southern views. The open Chef’s kitchen comes equipped with a fully integrated Smart tech Dacor refrigerator, Bertazzoni four-burner gas stove, Sharp microwave oven and Asko dishwasher; this is the ideal layout for entertaining and for the discerning chef. The white matte-lacquered custom cabinets, brushed Caesarstone concrete countertops, hand-painted Japanese Kyoto backsplash, custom pendant lights and Kohler purist chrome fixtures enhance the art and beauty of your culinary experience. The bathroom features Pietre D’Italia mosaic floor tile, honed Gioia Carrara stone walls, Kohler purist chrome fixtures and a walnut vanity topped off with custom light pendants and blackened steel accents. The expansive living area features 11’10” ceilings set over Herringbone tobacco smoked oak wood flooring and has an LG All-in-one washer/dryer combo in the home. <br><br>Austin Nichols House is an iconic building on Williamsburg’s North waterfront offering a collection of 338 condominium homes. The building is fully attended and gives residents a 360 degree recreational experience including co-working spaces, a resident café, catering kitchen, children’s playroom, theatre, music rehearsal rooms, waterfront fitness center, landscaped Zen garden and courtyard with a fire pit, rooftop deck with sweeping waterfront views and on-site parking. Be the first to experience timeless and classic living, truly a home for our generation.
  
  <br>"
13,JW Marriott Essex House,"160 Central Park South, New York, NY, 10019",160 Central Park South,New York,NY,10019,13/37121673.jpg|13/37121677.jpg|13/37121683.jpg|13/37121688.jpg|13/37121692.jpg|13/37121699.jpg|13/37121703.jpg|13/37121709.jpg|13/37121714.jpg,182,42,1930,Condo,Central Park South,Bike Room|Concierge|Gym|Laundry in Building|Valet|Valet Parking,8/25/2017,1160,980000,1,1,830,2680,594,NULL,Halstead Property,(212) 381-3371,13/1160/282888441.jpg|13/1160/282888404.jpg|13/1160/282888377.jpg|13/1160/282888335.jpg|13/1160/282888278.jpg,"A quiet and bright southeast facing one bedroom in a full service New York Landmark - the Essex House. With Central Park just steps away, this unit is ideal as your personal residence, fully-serviced pied-a-terre or investment property. Well-proportioned and completely renovated the unit features an exceptionally large bedroom and bath and a very comfortable living room, brand new herringbone hardwood floors, majestic beamed ceilings, a pass-through kitchenette and abundant closet space. Available to all residents are true hotel style amenities that include 24 hour doorman, concierge and bell staff, fitness center and spa, 24 hour in-room dining service; valet, a business center and an award-winning restaurant. Have all of your needs and wishes met with a warm smile. Both short and long term rental welcome. Sold with or without furnishings. Private Showings Available Everyday
  
  <br>"
14,Austin Nichols House,"184 Kent Avenue, Brooklyn, NY, 11211",184 Kent Avenue,Brooklyn,NY,11211,14/210217074.jpg|14/228647066.jpg|14/210217096.jpg|14/228647074.jpg|14/228647082.jpg|14/228647094.jpg|14/228647078.jpg|14/210217110.jpg|14/228647070.jpg|14/210217141.jpg,338,7,1915,Condo,Williamsburg,Bike Room|Children's Playroom|Concierge|Garage Parking|Gym|Live-in Super|Parking Available|Storage Available|Waterfront|Garden|Roof Deck|NYC Storm Zone 1,9/5/2017,A316,837681,1,1,616,525,NULL,NULL,184 Kent ,NULL,14/A316/284571512.jpg|14/A316/284571548.jpg|14/A316/284571551.jpg|14/A316/284571554.jpg|14/A316/284571569.jpg|14/A316/284571573.jpg|14/A316/284571577.jpg|14/A316/284571581.jpg|14/A316/284571598.jpg|14/A316/284571614.jpg|14/A316/284571618.jpg|14/A316/284571626.jpg,"This bright one-bedroom is flooded with natural sunlight and offers neighborhood views. The open Chef’s kitchen comes equipped with a fully integrated Smart tech Dacor refrigerator, Bertazzoni four-burner gas stove and microwave oven, with an Asko brand dishwasher; this is the ideal layout for entertaining and for the discerning chef. The white matte-lacquered custom cabinets, brushed Caesarstone concrete countertops, hand-painted Japanese Kyoto backsplash, custom pendant lights and Kohler purist chrome fixtures enhance the art and beauty of your culinary experience. The bathroom features Pietre D’Italia mosaic floor tile, honed Gioia Carrara stone walls, Kohler purist chrome fixtures and a walnut vanity topped off with custom light pendants and blackened steel accents. The living area features high loft ceilings over Herringbone tobacco smoked oak wood flooring, an abundance of closet space and includes a stacked Asko washer and dryer.<br><br>Austin Nichols House is an iconic building on Williamsburg’s North waterfront offering a collection of 338 condominium homes. The building is fully attended and gives residents a 360 degree recreational experience including co-working spaces, a resident café, catering kitchen, children’s playroom, theatre, music rehearsal rooms, waterfront fitness center, landscaped Zen garden and courtyard with a fire pit, rooftop deck with sweeping waterfront views and on-site parking. Be the first to experience timeless and classic living, truly a home for our generation. <br><br>J51 TAX ABATED- Taxes are currently $0.<br><br>For more information please visit our website. <br>Our Sales Gallery is open daily. To make an appointment please call 718-486-KENT<br><br>*** Images shown are of model homes <br><br>This is not an offering. The complete offering terms are in an offering plan available from the sponsor. 184 Kent Owner, LLC, 666 Fifth Avenue, New York, NY 10103. New York File No. CD15-0129. Sponsor reserves the right to make changes in accordance with the terms of the offering plan. This advertising material is not an offer to sell nor a solicitation of an offer to buy to residents of any jurisdiction in which registration requirements have not been fulfilled. Equal Housing Opportunity.  Images are artist renderings and may not be to scale.
  
  <br>"
13,JW Marriott Essex House,"160 Central Park South, New York, NY, 10019",160 Central Park South,New York,NY,10019,13/37121673.jpg|13/37121677.jpg|13/37121683.jpg|13/37121688.jpg|13/37121692.jpg|13/37121699.jpg|13/37121703.jpg|13/37121709.jpg|13/37121714.jpg,182,42,1930,Condo,Central Park South,Bike Room|Concierge|Gym|Laundry in Building|Valet|Valet Parking,8/30/2017,1730/31/33,3850000,2,2.5,1500,5000,1942,NULL,Douglas Elliman,(212) 727-6155,13/1730/31/33/271226061.jpg|13/1730/31/33/271226077.jpg|13/1730/31/33/271226069.jpg|13/1730/31/33/271225952.jpg|13/1730/31/33/271225953.jpg|13/1730/31/33/277236659.jpg,NULL
14,Austin Nichols House,"184 Kent Avenue, Brooklyn, NY, 11211",184 Kent Avenue,Brooklyn,NY,11211,14/210217074.jpg|14/228647066.jpg|14/210217096.jpg|14/228647074.jpg|14/228647082.jpg|14/228647094.jpg|14/228647078.jpg|14/210217110.jpg|14/228647070.jpg|14/210217141.jpg,338,7,1915,Condo,Williamsburg,Bike Room|Children's Playroom|Concierge|Garage Parking|Gym|Live-in Super|Parking Available|Storage Available|Waterfront|Garden|Roof Deck|NYC Storm Zone 1,8/25/2017,B208,2146830,2,2,1107,977,NULL,NULL,184 Kent ,NULL,14/B208/242378920.jpg|14/B208/242378923.jpg|14/B208/242378926.jpg|14/B208/242378929.jpg|14/B208/242378964.jpg|14/B208/242378967.jpg|14/B208/242378974.jpg|14/B208/242378978.jpg|14/B208/242378982.jpg|14/B208/265184449.jpg|14/B208/242378986.jpg|14/B208/265184458.jpg|14/B208/242379006.jpg,"This idyllic 2 bedroom with home office unit boasts direct water front views of the Manhattan skyline and East River, with a terrace. The beautiful open Chef’s kitchen comes equipped with a fully integrated Smart tech Dacor refrigerator, Bertazzoni four-burner gas stove and microwave oven, as well as an Asko dishwasher; the ideal layout for entertaining and for the discerning chef. The white matte-lacquered custom cabinets, brushed Caesarstone concrete countertops, hand-painted Japanese Kyoto backsplash, custom pendant lights and Kohler purist chrome fixtures enhance the art and beauty of your culinary experience. The bathroom features Pietre D’Italia mosaic floor tile, honed Gioia Carrara stone walls, Kohler purist chrome fixtures and a walnut vanity topped off with custom light pendants and blackened steel accents. With direct western views, the expansive living area features Herringbone tobacco smoked oak wood flooring, ample closet space and includes a washer and dryer.<br><br>Austin Nichols House is an iconic building on Williamsburg’s North waterfront offering a collection of 338 condominium homes. The building is fully attended and gives residents a 360 degree recreational experience including co-working spaces, a resident café, catering kitchen, children’s playroom, theatre, music rehearsal rooms, waterfront fitness center, landscaped Zen garden and courtyard with a fire pit, rooftop deck with sweeping waterfront views and on-site parking. Be the first to experience timeless and classic living, truly a home for our generation. <br><br>For more information please visit our website. <br><br>Our Sales Gallery is open daily. To make an appointment please call 718-486-KENT<br><br>*** Images shown are of model homes <br><br>This is not an offering. The complete offering terms are in an offering plan available from the sponsor. 184 Kent Owner, LLC, 666 Fifth Avenue, New York, NY 10103. New York File No. CD15-0129. Sponsor reserves the right to make changes in accordance with the terms of the offering plan. This advertising material is not an offer to sell nor a solicitation of an offer to buy to residents of any jurisdiction in which registration requirements have not been fulfilled. Equal Housing Opportunity.  Images are artist renderings and may not be to scale.
  
  <br>"
